location	TU ID	Sense tags	Annotation	Antisense tags
Chr	TU386	slr1400; slr0670	two-component hybrid sensor and regulator ; hypothetical protein	sll0654; ncl0120; sll0656
Chr	TU387	NA	NA	slr1400; slr0670
Chr	TU389	NA	NA	sll0654; ncl0120; sll0656
Chr	TU390	NA	NA	sll0654; ncl0120; sll0656
Chr	TU391	NA	NA	sll0654; ncl0120; sll0656
Chr	TU392	NA	NA	sll0654; ncl0120; sll0656
Chr	TU388	sll0654; ncl0120; sll0656	alkaline phosphatase ; ncRNA; unknown protein	slr1400; slr0670; ncr0170; slr0675
Chr	TU393	slr0676; slr0677; slr0678; slr0679	adenylylsulfate kinase ; biopolymer transport ExbB like protein ; biopolymer transport ExbD like protein ; sun protein	NA
Chr	TU394	NA	NA	slr0676; slr0677; slr0678; slr0679
Chr	TU395	NA	NA	slr0676; slr0677; slr0678; slr0679
Chr	TU396	NA	NA	slr0676; slr0677; slr0678; slr0679
Chr	TU398	NA	NA	NA
Chr	TU397	NA	NA	NA
Chr	TU399	slr0680; slr0681	hypothetical protein ; probable sodium/calcium exchanger protein	NA
Chr	TU400	NA	NA	slr0680; slr0681
Chr	TU401	slr0682	histidinol dehydrogenase	sll0650; sll0651
Chr	TU402	sll0650; sll0651	putative transposase [ISY100_j] ; putative transposase [ISY100_j]	slr0682
Chr	TU403	sll0648; sll0649	probable glycosyltransferase ; two-component response regulator OmpR subfamily	NA
Chr	TU404	NA	NA	sll0647
Chr	TU405	sll0647	unknown protein	NA
Chr	TU406	sll0645; sll0646	unknown protein ; guanylyl cyclase	NA
Chr	TU408	NA	NA	sll0643
Chr	TU407	sll0643	urease accessory protein G	NA
Chr	TU409	ncr0190; slr0687	ncRNA; probable two-component response regulator	NA
Chr	TU410	NA	NA	ncr0190; slr0687
Chr	TU411	NA	NA	sll0641
Chr	TU412	NA	NA	sll0641
Chr	TU413	sll0640	probable sodium/sulfate symporter 	NA
Chr	TU414	NA	NA	sll0640
Chr	TU415	sll0640	probable sodium/sulfate symporter 	NA
Chr	TU416	sll0640	sulfur deprivation response regulator	NA
Chr	TU417	NA	NA	slr0688
Chr	TU418	NA	NA	NA
Chr	TU419	NA	NA	slr0688
Chr	TU420	ncr0200	NA	NA
Chr	TU422	ncr0200; ssr1155; slr0689	ncRNA; hypothetical protein ; hypothetical protein	sll0639
Chr	TU421	NA	NA	ncr0200; ssr1155; slr0689
Chr	TU423	NA	NA	ncr0200; ssr1155; slr0689
Chr	TU425	NA	NA	sll0639
Chr	TU424	sll0639	hypothetical protein	ncr0200; ssr1155; slr0689
Chr	TU426	NA	NA	NA
Chr	TU427	sll0638	periplasmic protein; function unknown	NA
Chr	TU428	slr0692	hypothetical protein YCF45	sll0635
Chr	TU429	sll0634; sll0635	photosystem I biogenesis protein BtpA ; probable thiamine-phosphate pyrophosphorylase	NA
Chr	TU430	6803t06; slr0695; slr1590	tRNA-OTHER; hypothetical protein ; hypothetical protein	NA
Chr	TU431	slr1592	probable pseudouridine synthase	NA
Chr	TU432	NA	NA	slr1592
Chr	TU433	ncr0210	NA	NA
Chr	TU434	ncr0210	NA	NA
Chr	TU435	slr1593; slr1594; slr1595	hypothetical protein ; two-component response regulator PatA subfamily ; Na+/H+ antiporter	NA
Chr	TU436	NA	NA	slr1593; slr1594; slr1595
Chr	TU437	sll1516	hypothetical protein 	NA
Chr	TU439	slr1596	proton extrusion protein PcxA	sll1516
Chr	TU438	sll1516	hypothetical protein	slr1596
Chr	TU440	NA	NA	slr1596
Chr	TU442	NA	NA	sll1515
Chr	TU443	ncr0220; slr1597	ncRNA; chromosome partitioning ATPase; ParA family	sll1514; sll1515
Chr	TU441	sll1515	glutamine synthetase inactivating factor IF17	ncr0220; slr1597
Chr	TU444	NA	NA	ncr0220; slr1597
Chr	TU445	sll1514	chaperone	ncr0220; slr1597
Chr	TU446	sll1513	cytochrome C biosynthesis protein	NA
Chr	TU448	slr1598	lipoyl synthase	sll1511; sll1512
Chr	TU447	sll1512	hypothetical protein	slr1598
Chr	TU449	NA	NA	slr1598
Chr	TU450	sll1509	hypothetical protein YCF20	NA
Chr	TU451	slr1599	hypothetical protein	ncl0130
Chr	TU452	NA	NA	slr1599
Chr	TU454	slr1600	hypothetical protein	NA
Chr	TU453	NA	NA	slr1599; slr1600
Chr	TU455	smr0005	NA	NA
Chr	TU456	slr1601	hypothetical protein	sll1508
Chr	TU458	NA	NA	sll1507
Chr	TU457	sll1507	salt-induced periplasmic protein	NA
Chr	TU459	slr1603	hypothetical protein	NA
Chr	TU460	NA	NA	slr1603
Chr	TU461	slr1604	cell division protein FtsH	ncl0140
Chr	TU462	ncl0140	NA	slr1604
Chr	TU464	NA	NA	ncl0150; sll1503; sll1504; sll1505
Chr	TU465	NA	NA	ncl0150; sll1503; sll1504; sll1505
Chr	TU466	NA	NA	ncl0150; sll1503; sll1504; sll1505
Chr	TU463	ncl0150; sll1503; sll1504; sll1505	ncRNA; unknown protein ; hypothetical protein ; hypothetical protein	NA
Chr	TU468	NA	NA	sll1502
Chr	TU467	sll1502	glutamate synthase	NA
Chr	TU469	ssr2708; ssr2710; ssr2711	hypothetical protein ; hypothetical protein ; hypothetical protein	NA
Chr	TU470	NA	NA	ssr2708; ssr2710; ssr2711
Chr	TU471	NA	NA	ssr2708; ssr2710; ssr2711
Chr	TU472	NA	NA	ssr2708; ssr2710; ssr2711
Chr	TU473	slr1608	glucose dehydrogenase	ncl0160
Chr	TU474	NA	NA	slr1608
Chr	TU475	ncl0160	NA	slr1608
Chr	TU476	slr1609	long-chain-fatty-acid CoA ligase 	NA
Chr	TU477	NA	NA	NA
Chr	TU478	NA	NA	NA
Chr	TU479	slr1041	PatA subfamily protein	NA
Chr	TU480	NA	NA	slr1041
Chr	TU481	slr1042; slr1043; slr1044; slr1045; slr1046	two-component response regulator CheY subfamily ; similar to chemotaxis protein CheW ; methyl-accepting chemotaxis protein; required for the biogenesis of thick pilli ; hypothetical protein YCF63 ; putative TatA protein	NA
Chr	TU482	NA	NA	slr1042; slr1043; slr1044; slr1045; slr1046
Chr	TU483	slr1046	putative TatA protein 	NA
Chr	TU484	slr1047; slr1048	hypothetical protein ; hypothetical protein	NA
Chr	TU485	NA	NA	slr1047; slr1048
Chr	TU486	NA	NA	slr1048
Chr	TU488	ssr1736; slr1050	50S ribosomal protein L32 ; hypothetical protein	sll1011
Chr	TU487	sll1011	hypothetical protein	slr1048; ssr1736; slr1050
Chr	TU489	slr1050	hypothetical protein 	NA
Chr	TU490	slr1051; slr1052	enoyl-[acyl-carrier-protein] reductase ; hypothetical protein	NA
Chr	TU492	NA	NA	ncl0170; sll1009
Chr	TU493	NA	NA	ncl0170; sll1009
Chr	TU494	NA	NA	ncl0170; sll1009
Chr	TU491	ncl0170; sll1009	ncRNA; unknown protein	NA
Chr	TU495	NA	NA	NA
Chr	TU496	slr1055	magnesium chelatase subunit H	NA
Chr	TU497	slr1056	unknown protein	sll1006
Chr	TU499	NA	NA	sll1006
Chr	TU498	sll1006	unknown protein	slr1056
Chr	TU500	sll1004	hypothetical protein	NA
Chr	TU501	sll1003	sensory transduction histidine kinase	NA
Chr	TU502	ssl1923; ncl0180	hypothetical protein ; ncRNA	NA
Chr	TU503	sll1002; ssl1920	hypothetical protein YCF22 ; putative transposase [ISY523_l]	NA
Chr	TU504	ssl1918; sll1001	hypothetical protein ; ATP-binding protein of ABC transporter	NA
Chr	TU505	slr1753	hypothetical protein	NA
Chr	TU506	NA	NA	slr1753
Chr	TU507	NA	NA	slr1753
Chr	TU508	slr1755	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	NA
Chr	TU509	sll1647	probable phosphinothricin N-acetyltransferase	slr1755
Chr	TU510	slr1756	glutamate--ammonia ligase	NA
Chr	TU511	NA	NA	slr1759
Chr	TU512	NA	NA	slr1759
Chr	TU513	slr1760	regulatory components of sensory transduction system	NA
Chr	TU514	slr1761	FKBP-type peptidylprolyl isomerase	sll1643
Chr	TU516	slr1762	hypothetical protein	sll1643
Chr	TU515	sll1643	hypothetical protein	slr1761; slr1762
Chr	TU517	slr1763	probable methyltransferase	sll1642
Chr	TU518	NA	NA	slr1763
Chr	TU519	sll1642	hypothetical protein	NA
Chr	TU521	NA	NA	sll1639; sll1640; sll1641; ncl0190
Chr	TU522	ssr2962	hypothetical protein	sll1639; sll1640; sll1641; ncl0190
Chr	TU523	NA	NA	sll1639; sll1640; sll1641; ncl0190
Chr	TU520	sll1639; sll1640; sll1641; ncl0190	urease accessory protein D ; hypothetical protein ; glutamate decarboxylase ; ncRNA	ssr2962; slr1767
Chr	TU524	sll1638	hypothetical protein	NA
Chr	TU525	slr1768	unknown protein	NA
Chr	TU526	NA	NA	slr1768
Chr	TU527	sll1636	ferripyochelin binding protein	NA
Chr	TU528	ncr0240; slr1770; slr1771	ncRNA; hypothetical protein ; unknown protein	NA
Chr	TU529	NA	NA	ncr0240; slr1770; slr1771
Chr	TU530	sml0005; ncl0200; sll1635	photosystem II PsbK protein ; ncRNA; Thy1 protein homolog	NA
Chr	TU531	sll1752	hypothetical protein	NA
Chr	TU532	ssr3122	hypothetical protein	NA
Chr	TU533	slr1846	hypothetical protein YCF64	NA
Chr	TU534	slr1847; slr1848	hypothetical protein ; histidinol dehydrogenase	NA
Chr	TU535	ncr0250	NA	NA
Chr	TU536	NA	NA	slr1849
Chr	TU538	NA	NA	sll1749a; sll1749; sll1750; sll1751
Chr	TU537	sll1749a; sll1749; sll1750; sll1751	NA; hypothetical protein ; urease alpha subunit ; hypothetical protein	slr1849
Chr	TU539	slr1851; ssr3129	hypothetical protein ; unknown protein	sll1946
Chr	TU540	NA	NA	sll1946
Chr	TU541	slr2032	hypothetical protein YCF23	sll1945
Chr	TU543	NA	NA	sll1945
Chr	TU542	sll1945	1-deoxy-D-xylulose-5-phosphate synthase	slr2032
Chr	TU544	NA	NA	NA
Chr	TU545	slr2033; slr2034	membrane-associated rubredoxin; essential for phot osystem I assembly ; putative homolog of plant HCF136; which is essenti al for stability or assembly of photosystem II	NA
Chr	TU546	NA	NA	slr2033; slr2034
Chr	TU547	NA	NA	slr2033; slr2034
Chr	TU548	ssr3451; smr0006; smr0007; smr0008	cytochrome b559 alpha subunit ; cytochrome b559 b subunit ; photosystem II PsbL protein ; photosystem II PsbJ protein	NA
Chr	TU549	slr2035	glutamate 5-kinase 	NA
Chr	TU550	slr2035	glutamate 5-kinase 	NA
Chr	TU551	NA	NA	slr2035
Chr	TU552	slr2035	glutamate 5-kinase 	NA
Chr	TU553	NA	NA	slr2035
Chr	TU554	slr2036	transposase	sml0010
Chr	TU555	NA	NA	slr2036
Chr	TU556	sll1942	unknown protein	slr2038
Chr	TU557	NA	NA	sll1941
Chr	TU558	NA	NA	sll1941
Chr	TU559	NA	NA	sll1941
Chr	TU560	sll1941	DNA gyrase subunit A	NA
Chr	TU561	slr2041	cell division response regulator DivK	NA
Chr	TU562	slr2042	hypothetical protein	NA
Chr	TU563	NA	NA	slr2042
Chr	TU565	NA	NA	sll1939; sll1940
Chr	TU566	NA	NA	sll1939; sll1940
Chr	TU567	ssr3465	unknown protein	sll1938; sll1939; sll1940
Chr	TU564	sll1939; sll1940	unknown protein ; hypothetical protein	slr2042; ssr3465
Chr	TU568	sll1938	hypothetical protein	ssr3465
Chr	TU570	slr2043	zinc uptake ABC transporter substrate-binding protein	sll1937
Chr	TU569	sll1937	ferric uptake regulation protein	slr2043
Chr	TU571	NA	NA	slr2043
Chr	TU572	NA	NA	slr2044
Chr	TU573	NA	NA	slr2045
Chr	TU574	NA	NA	NA
Chr	TU576	ssr3467	unknown protein	NA
Chr	TU577	slr2046	cadherin	NA
Chr	TU575	NA	NA	ssr3467; slr2046
Chr	TU578	NA	NA	slr2046
Chr	TU579	NA	NA	slr2046
Chr	TU580	slr2047; ncl0215	PhoH like protein ; ncRNA	NA
Chr	TU581	ncl0215	NA	NA
Chr	TU582	slr2048; slr2049	periplasmic protein; function unknown ; hypothetical protein YCF58	NA
Chr	TU583	NA	NA	slr2048; slr2049
Chr	TU584	slr2051	phycobilisome rod-core linker polypeptide	NA
Chr	TU585	slr2052	hypothetical protein	sll1934
Chr	TU587	slr2053	putative hydrolase	sll1932; sll1933
Chr	TU586	sll1934	hypothetical protein	slr2052
Chr	TU589	NA	NA	sll1932; sll1933
Chr	TU588	sll1932; sll1933	DnaK protein ; DnaJ protein; heat shock protein 40; molecular cha perone	slr2053
Chr	TU590	sll1931	serine hydroxymethyltransferase	NA
Chr	TU591	ssl3649	putative transposase 	NA
Chr	TU592	ssl3649	putative transposase [ISY120d(partial copy): 60 4956 - 605288]	NA
Chr	TU594	NA	NA	sll1929; sll1930
Chr	TU593	sll1930	transposase	NA
Chr	TU595	sll1929	competence protein ComE	NA
Chr	TU596	NA	NA	NA
Chr	TU597	Norf3	NA	NA
Chr	TU598	slr1906; slr1907	hypothetical protein ; hypothetical protein	NA
Chr	TU599	slr1908; slr1909; slr1910	probable porin: major outer membrane protein ; two-component response regulator NarL subfamily ; probable N-acetylmuramoyl-L-alanine amidase	NA
Chr	TU600	NA	NA	slr1908; slr1909; slr1910
Chr	TU601	NA	NA	sll1837
Chr	TU603	slr1911	hypothetical protein	sll1837
Chr	TU602	sll1837	periplasmic protein; function unknown	slr1910; slr1911
Chr	TU604	slr1912	anti-sigma F factor antagonist	NA
Chr	TU605	slr1913; slr1914	hypothetical protein ; hypothetical protein	sll1835
Chr	TU607	NA	NA	sll1835
Chr	TU606	sll1835	periplasmic protein; function unknown	slr1913; slr1914
Chr	TU609	NA	NA	sll1834
Chr	TU608	sll1834	hypothetical protein	NA
Chr	TU611	ncr0270; slr1915	ncRNA; hypothetical protein	NA
Chr	TU610	NA	NA	ncr0270; slr1915
Chr	TU612	slr1916	esterase	NA
Chr	TU613	slr1917	hypothetical protein	NA
Chr	TU614	NA	NA	slr1917
Chr	TU615	slr1918	hypothetical protein	sll1832; sll1833
Chr	TU616	sll1832; sll1833	hypothetical protein ; penicillin-binding protein	slr1918
Chr	TU617	NA	NA	NA
Chr	TU618	sll1831	glycolate oxidase subunit%2C (Fe-S)protein 	NA
Chr	TU619	NA	NA	sll1831
Chr	TU620	sll1831	glycolate oxidase subunit (Fe-S) protein	NA
Chr	TU621	sll1830	unknown protein	NA
Chr	TU622	slr1919	ABC1-like	NA
Chr	TU623	NA	NA	slr1919
Chr	TU624	slr1920	unknown protein	sll0998
Chr	TU625	NA	NA	slr1920
Chr	TU626	sll0998	LysR family transcriptional regulator	slr1920
Chr	TU627	ssl1911	glutamine synthetase inactivating factor IF7	NA
Chr	TU628	slr1019	phenazine biosynthetic protein PhzF homolog 	NA
Chr	TU629	6803t07	NA	NA
Chr	TU630	NA	NA	6803t07
Chr	TU631	sll0996	(dimethylallyl)adenosine tRNA methylthiotransferase	NA
Chr	TU632	slr1020	sulfolipid biosynthesis protein SqdB	NA
Chr	TU634	NA	NA	sll0993; sll0994; sll0995
Chr	TU635	NA	NA	sll0993; sll0994; sll0995
Chr	TU636	NA	NA	sll0993; sll0994; sll0995
Chr	TU637	NA	NA	sll0993; sll0994; sll0995
Chr	TU638	slr1022	acetylornithine aminotransferase	sll0993; sll0994; sll0995
Chr	TU633	sll0993; sll0994; sll0995	potassium channel ; hypothetical protein ; hypothetical protein	ssr1698; slr1022
Chr	TU639	NA	NA	slr1022
Chr	TU640	slr1024; slr1025	fibrillin ; hypothetical protein	6803t08; sll0990; sll0992
Chr	TU641	6803t08; sll0990; sll0992	tRNA-OTHER; glutathione-dependent formaldehyde dehydrogenase ; putative esterase	slr1024; slr1025
Chr	TU642	ncl0230	NA	NA
Chr	TU643	ncr0280; slr1028	ncRNA; unknown protein	NA
Chr	TU644	NA	NA	ncr0280; slr1028
Chr	TU645	NA	NA	slr1028
Chr	TU646	NA	NA	slr1028
Chr	TU647	slr1028	unknown protein 	NA
Chr	TU648	NA	NA	slr1028
Chr	TU649	NA	NA	slr1028
Chr	TU650	NA	NA	slr1028
Chr	TU651	NA	NA	slr1028
Chr	TU653	NA	NA	NA
Chr	TU652	NA	NA	slr1028
Chr	TU654	NA	NA	slr1028
Chr	TU655	slr1028	unknown protein 	NA
Chr	TU656	slr1030; slr1031; slr1032; slr1033; ssr1720	magnesium protoporphyrin IX chelatase subunit I ; tyrosyl tRNA synthetase ; unknown protein ; unknown protein ; similar to tyrosyl tRNA synthetase	NA
Chr	TU657	NA	NA	slr1030; slr1031; slr1032; slr1033; ssr1720
Chr	TU659	slr1034; slr1035	hypothetical protein YCF41 ; hypothetical protein	sll0986
Chr	TU658	NA	NA	ssr1720; slr1034; slr1035
Chr	TU660	NA	NA	slr1034; slr1035
Chr	TU661	NA	NA	slr1034; slr1035
Chr	TU663	slr1037	chemotaxis protein CheY	sll0983; sll0984
Chr	TU662	sll0984	hypothetical protein	slr1037
Chr	TU664	sll0982; sll0983	unknown protein ; hypothetical protein	NA
Chr	TU666	NA	NA	sll0980; sll0981
Chr	TU667	slr1039	hypothetical protein	sll0980; sll0981
Chr	TU668	NA	NA	sll0980; sll0981
Chr	TU665	sll0980; sll0981	unknown protein ; unknown protein	slr1039
Chr	TU669	NA	NA	slr1039
Chr	TU671	slr1376; slr1377	hypothetical protein ; leader peptidase I (signal peptidase I)	ncl0240
Chr	TU670	ncl0240	NA	slr1039; slr1376; slr1377
Chr	TU672	slr1378; slr1379; slr1380	hypothetical protein ; quinol oxidase subunit I ; quinol oxidase subunit II	sll1298; sll1299; sll1300
Chr	TU673	sll1298; sll1299; sll1300	putative carboxymethylenebutenolidase ; acetate kinase ; putative methyltransferase	slr1378; slr1379; slr1380
Chr	TU674	ssr2315; slr1383; ssr2317; slr1384	unknown protein; unknown protein ; unknown protein ; hypothetical protein	ssl2653
Chr	TU675	NA	NA	ssr2315; slr1383; ssr2317; slr1384
Chr	TU676	NA	NA	NA
Chr	TU677	slr1385; ssr2318	unknown protein ; unknown protein	NA
Chr	TU678	NA	NA	slr1385; ssr2318
Chr	TU679	sll1294; sll1296; ssl2559; sll1297	methyl-accepting chemotaxis protein ; two-component hybrid sensor and regulator ; ferredoxin ; probable dioxygenase; Rieske iron-sulfur component	NA
Chr	TU680	sll1292; sll1293	two-component response regulator CheY subfamily ; unknown protein	NA
Chr	TU681	sll1291	PatA subfamily protein	NA
Chr	TU682	ncl0250	NA	NA
Chr	TU684	NA	NA	sll1289; sll1290
Chr	TU685	slr1390; slr1391	cell division protein FtsH ; unknown protein	sll1289; sll1290
Chr	TU683	sll1289; sll1290	hypothetical protein ; probable ribonuclease II	slr1390; slr1391
Chr	TU686	NA	NA	slr1390; slr1391
Chr	TU687	NA	NA	slr1390; slr1391
Chr	TU689	ssr2333; slr1392	unknown protein ; ferrous iron transport protein B	ssl2542; ncl0260
Chr	TU688	NA	NA	ssr2333; slr1392
Chr	TU691	slr1393	phytochrome-like protein%2C two-component sensor his tidine kinase 	NA
Chr	TU690	ssl2542; ncl0260	high light-inducible polypeptide HliA; CAB/ELIP/HL IP superfamily ; ncRNA	ssr2333; slr1392
Chr	TU692	NA	NA	NA
Chr	TU693	NA	NA	NA
Chr	TU694	NA	NA	NA
Chr	TU695	slr1394; ssr2340	hypothetical protein ; hypothetical protein	sll1286
Chr	TU697	slr1395	hypothetical protein	sll1286
Chr	TU696	sll1286	transcriptional regulator	slr1394; ssr2340; slr1395
Chr	TU698	slr1396	unknown protein	NA
Chr	TU699	NA	NA	slr1396
Chr	TU700	slr1397	unknown protein	NA
Chr	TU701	slr1398	unknown protein	NA
Chr	TU702	sll1283; sll1284; sll1285	similar to stage II sporulation protein D ; esterase ; hypothetical protein	NA
Chr	TU703	NA	NA	sll1584
Chr	TU705	NA	NA	sll1583; sll1584
Chr	TU704	sll1584	ferredoxin like protein	NA
Chr	TU706	sll1583	DNA ligase	NA
Chr	TU708	NA	NA	sll1581; sll1582
Chr	TU707	sll1581; sll1582	hypothetical protein ; unknown protein	NA
Chr	TU709	NA	NA	NA
Chr	TU710	ssr2843	hypothetical protein	NA
Chr	TU712	slr1702; slr1703	hypothetical protein ; seryl-tRNA synthetase	sll1577; sll1578; sll1579; sll1580; ssl3093; ncl0270
Chr	TU711	NA	NA	ssr2843; slr1702; slr1703
Chr	TU713	NA	NA	slr1702; slr1703
Chr	TU714	NA	NA	slr1702; slr1703
Chr	TU715	ncl0270	NA	slr1702; slr1703
Chr	TU717	NA	NA	sll1577; sll1578; sll1579; sll1580; ssl3093
Chr	TU716	sll1577; sll1578; sll1579; sll1580; ssl3093	phycocyanin beta subunit ; phycocyanin alpha subunit ; phycobilisome rod linker polypeptide ; phycobilisome rod linker polypeptide ; phycobilisome small rod linker polypeptide	slr1702; slr1703
Chr	TU718	NA	NA	ncr0290
Chr	TU719	NA	NA	NA
Chr	TU721	ncr0300	NA	NA
Chr	TU720	NA	NA	ncr0300
Chr	TU722	ncr0300	NA	NA
Chr	TU724	ssr2848	unknown protein	NA
Chr	TU723	NA	NA	ncr0300; ssr2848
Chr	TU725	slr1704	hypothetical protein	NA
Chr	TU726	NA	NA	slr1704
Chr	TU727	NA	NA	NA
Chr	TU728	NsiR6	NA	sll1573; sll1574; sll1575
Chr	TU729	NA	NA	NA
Chr	TU731	ncr0310	NA	sll1573; sll1574; sll1575
Chr	TU730	sll1573; sll1574; sll1575	hypothetical protein ; a part of spkA: serine/threonine protein kinase; r egulates cellular motility ( disrupted by frameshift muta tion) ; a part of spkA: serine/threonine protein kinase; r egulates cellular motility ( disrupted by frameshift muta tion)	ncr0310
Chr	TU732	NA	NA	NA
Chr	TU733	slr1705	aspartoacylase	NA
Chr	TU734	NA	NA	slr1705
Chr	TU735	NA	NA	slr1705
Chr	TU736	slr1706	dihydroflavonol 4-reductase	NA
Chr	TU737	ssr2857	mercuric transport protein periplasmic componen t precursor	ncl0290
Chr	TU738	ncl0290	NA	ssr2857
Chr	TU739	NA	NA	ssr2857
Chr	TU740	NA	NA	ssr2857
Chr	TU741	slr1708; ncr0320	probable peptidase ; ncRNA	sll1571; sll1572; ncl0300
Chr	TU743	NA	NA	sll1571; sll1572; ncl0300
Chr	TU744	NA	NA	sll1571; sll1572; ncl0300
Chr	TU745	NA	NA	sll1571; sll1572; ncl0300
Chr	TU742	sll1571; sll1572; ncl0300	hypothetical protein ; DNA polymerase III alpha subunit [Contains: Ssp dn aE intein] ; ncRNA	slr1708; ncr0320
Chr	TU746	NA	NA	sll1570
Chr	TU747	NA	NA	sll1570
Chr	TU748	slr1710	penicillin-binding protein 1B	sll1568; sll1570
Chr	TU749	sll1568	fibrillin	slr1710
Chr	TU751	NA	NA	sll1927
Chr	TU750	sll1927	ABC transporter	NA
Chr	TU753	NA	NA	sll1926
Chr	TU752	sll1926	hypothetical protein	NA
Chr	TU754	slr2005	periplasmic protein; function unknown	sll1925
Chr	TU755	sll1925	hypothetical protein	slr2005
Chr	TU756	slr2006; slr2007	hypothetical protein ; NADH dehydrogenase subunit 4	NA
Chr	TU757	slr2008; slr2009; slr2010; ssr3409; ssr3410; slr2011; slr2012; slr2013	hypothetical protein ; NADH dehydrogenase subunit 4 ; hypothetical protein ; hypothetical protein ; hypothetical protein ; hypothetical protein ; hypothetical protein ; hypothetical protein	sll1924
Chr	TU758	NA	NA	slr2008; slr2009; slr2010; ssr3409; ssr3410; slr2011; slr2012; slr2013
Chr	TU759	NA	NA	slr2008; slr2009; slr2010; ssr3409; ssr3410; slr2011; slr2012; slr2013
Chr	TU760	NA	NA	slr2008; slr2009; slr2010; ssr3409; ssr3410; slr2011; slr2012; slr2013
Chr	TU761	NA	NA	slr2008; slr2009; slr2010; ssr3409; ssr3410; slr2011; slr2012; slr2013
Chr	TU762	sll1924	cAMP receptor protein sycrp1 homolog	slr2008; slr2009; slr2010; ssr3409; ssr3410; slr2011; slr2012; slr2013
Chr	TU763	slr2015; slr2016; slr2017; slr2018; slr2019	type 4 pilin-like protein; essential for motility ; type 4 pilin-like protein; essential for motility ; type 4 pilin-like protein; essential for motility ; unknown protein ; ATP-binding protein of ABC transporter	ncl0310; sll1921
Chr	TU764	NA	NA	slr2015; slr2016; slr2017; slr2018; slr2019
Chr	TU765	NA	NA	slr2015; slr2016; slr2017; slr2018; slr2019
Chr	TU766	ncl0310; sll1921	ncRNA; hypothetical protein	slr2015; slr2016; slr2017; slr2018; slr2019
Chr	TU767	sll1920	copper-transporting P-type ATPase PacS 	NA
Chr	TU768	sll1920	cation-transporting ATPase E1-E2 ATPase	NA
Chr	TU769	slr2023	ACP S-malonyltransferase	NA
Chr	TU770	slr2024	chemotaxis protein CheY	NA
Chr	TU771	slr2025	hypothetical protein	sll1917
Chr	TU772	NA	NA	sll1917
Chr	TU773	sll1916	nicotinic acid mononucleotide adenylyltransferase	NA
Chr	TU775	slr2026	dihydropteroate pyrophosphorylase	sll1915
Chr	TU774	sll1915	hypothetical protein	slr2026
Chr	TU776	slr2027	unknown protein	NA
Chr	TU777	NA	NA	slr2027
Chr	TU778	slr2027	unknown protein 	NA
Chr	TU779	slr2027	unknown protein 	NA
Chr	TU781	ncr0330	NA	sll1911; ssl3615; sll1912; sll1913
Chr	TU780	ssl3615; sll1912; sll1913	unknown protein ; hypothetical protein ; hypothetical protein	slr2027; ncr0330
Chr	TU782	NA	NA	ncr0330
