location	TU ID	TU start	TU end	Strand	TU type	alternative starts	Internal starts	5'UTR	3'UTR	genes	15C	42C	-CO2	Darkness	-Fe	Hl	-N	-P	Exp. p.	Stat. p.	Max cond.	Max reads	Average	Max/Avg	UEF	Sense tags	Annotation	Antisense TUs	Antisense tags
Chr	TU129	145766	145649	-	an	NA	NA	NA	NA	0	96	67	288	56	209	338	565	291	667	90	exp. P.	667	266.7	2.5	1.18	NA	NA	TU130	slr0244
Chr	TU131	146048	145984	-	a	NA	NA	NA	NA	0	1007	0	173	19	171	223	301	213	89	90	15C	1007	228.6	4.41	3.35	NA	NA	TU130	slr0244
Chr	TU132	146507	146336	-	a	NA	NA	NA	NA	0	527	167	211	19	305	350	301	291	246	90	15C	527	250.7	2.1	1.51	NA	NA	TU130	slr0244
Chr	TU133	146613	146514	-	a	NA	NA	NA	NA	0	288	133	173	0	450	549	188	388	333	180	HL	549	268.2	2.05	1.22	NA	NA	TU130	slr0244
Chr	TU135	146806	147974	+	ga	NA	NA	174	80	1	192	300	192	0	402	464	151	330	515	0	exp. P.	515	254.6	2.02	1.11	slr0245	acetylpolyamine aminohydolase	"TU134, TU136"	"sll0226, sll0227, sll0228, sml0003"
Chr	TU134	146868	146660	-	ga	NA	NA	37	64	1	5417	1167	2608	0	6901	8769	1280	7452	33088	1261	exp. P.	33088	6794.3	4.87	3.77	sml0003	NA	"TU130, TU135"	"slr0244, slr0245"
Chr	TU136	150489	147876	-	ga	NA	NA	34	146	3	22817	2135	7018	37	9049	9668	5910	8093	7643	3197	15C	22817	7556.7	3.02	2.36	"sll0226, sll0227, sll0228"	"photosystem I assembly related protein , peptidyl-prolyl cis-trans isomerase B, periplasmic protein , arginase"	TU135	slr0245
Chr	TU138	152681	153164	+	a	NA	NA	NA	NA	0	5225	4436	6404	6747	7078	9144	4517	5628	13202	5764	exp. P.	13202	6814.5	1.94	1.44	NA	NA	TU137	"sll0224, sll0225"
Chr	TU137	153069	151889	-	ga	NA	NA	19	NA	2	383	33	115	0	289	332	489	369	633	0	exp. P.	633	264.3	2.4	1.29	"sll0224, sll0225"	"amino-acid ABC transporter binding protein , unknown protein"	TU138	NA
Chr	TU139	153165	154020	+	g	NA	NA	457	24	1	98651	90156	151821	112024	194811	216254	104612	125469	365422	127712	exp. P.	365422	158693.2	2.3	1.69	"rnpB, slr0249"	"ncRNA, hypothetical protein"	NA	NA
Chr	TU140	154021	154088	+	n	NA	NA	NA	NA	0	1055	267	499	243	536	603	1468	1359	880	135	-N	1468	704.5	2.08	1.08	NA	NA	NA	NA
Chr	TU141	154089	154697	+	g	NA	NA	54	18	1	24831	48363	32021	1663	29104	16109	37870	30722	7795	24182	42C	48363	25266	1.91	1.28	slr0250	hypothetical protein	NA	NA
Chr	TU142	154698	155522	+	g	NA	NA	35	NA	2	3020	133	537	0	1682	778	602	524	906	225	15C	3020	840.7	3.59	1.8	"slr0251, slr0252"	"ATP-binding protein of ABC transporter , probable precorrin-6x reductase"	NA	NA
Chr	TU144	156330	156741	+	ga	NA	NA	61	90	1	14908	4269	9338	187	5958	2244	1995	27908	13787	2972	-P	27908	8356.6	3.34	1.87	ssr0390	photosystem I reaction center subunit X	"TU143, TU145"	ssl0410
Chr	TU143	156620	156054	-	a	NA	NA	NA	NA	0	240	500	383	56	27	48	489	155	0	135	42C	500	203.3	2.46	1.02	NA	NA	TU144	"slr0252, ssr0390"
Chr	TU145	157045	156621	-	ga	NA	NA	32	120	1	192	233	153	0	911	537	339	233	1276	45	exp. P.	1276	391.9	3.26	1.4	ssl0410	unknown protein	TU144	ssr0390
Chr	TU147	158337	159003	+	a	NA	NA	NA	NA	0	575	500	575	112	1463	850	1242	757	991	180	-Fe	1463	724.5	2.02	1.18	NA	NA	"TU146, TU148"	"sll0222, sll0223"
Chr	TU146	158636	157046	-	ga	NA	NA	21	4	1	4218	434	3451	75	5390	21996	3727	3241	5441	1126	HL	21996	4909.9	4.48	4.04	sll0223	NAD(P)H-quinone oxidoreductase subunit 2	TU147	NA
Chr	TU148	159791	158637	-	ga	NA	159687	54	120	1	1678	3002	3164	37	96	90	602	2018	2	1171	-CO2	3164	1186	2.67	1.05	sll0222	alkaline phosphatase	TU147	NA
Chr	TU149	160133	159792	-	g	NA	159954	40	20	2	13566	1134	4870	150	11728	12292	3764	8442	6843	856	15C	13566	6364.5	2.13	1.1	"sml0004, sgl0002"	"cytochrome b6-f complex subunit VIII , hypothetical protein"	NA	NA
Chr	TU150	160267	160166	-	n	NA	NA	NA	NA	0	3451	1001	2186	1065	1720	2008	2334	2581	1124	405	15C	3451	1787.5	1.93	1.34	NA	NA	NA	NA
Chr	TU151	160312	160472	+	i	NA	NA	NA	NA	0	3068	434	1630	0	1184	1803	2146	1785	925	946	15C	3068	1392.1	2.2	1.43	slr0254	hypothetical protein 	NA	NA
Chr	TU153	161666	161980	+	a	NA	NA	NA	NA	0	575	0	58	0	182	193	113	78	159	45	15C	575	140.3	4.1	2.98	NA	NA	TU152	"sll0220, sll0221"
Chr	TU154	162200	162365	+	a	NA	NA	NA	NA	0	192	33	38	0	241	356	0	116	805	0	exp. P.	805	178.1	4.52	2.26	NA	NA	TU152	"sll0220, sll0221"
Chr	TU155	162980	163079	+	a	NA	NA	NA	NA	0	1103	0	153	0	289	151	452	58	181	0	15C	1103	238.7	4.62	2.44	NA	NA	TU152	"sll0220, sll0221"
Chr	TU152	163698	160923	-	ga	NA	"161426, 163582"	35	165	2	575	334	288	0	3515	1164	2409	679	2588	90	-Fe	3515	1164.2	3.02	1.36	"sll0220, sll0221"	"L-glutamine:D-fructose-6-P amidotransferase , bacterioferritin comigratory protein"	"TU153, TU154, TU155"	slr0254
Chr	TU157	164997	165096	+	a	NA	NA	NA	NA	0	623	33	38	0	504	127	38	78	152	0	15C	623	159.3	3.91	1.24	NA	NA	TU156	"sll0217, sll0218, sll0219"
Chr	TU158	166849	167204	+	a	NA	NA	NA	NA	0	3931	2735	5982	280	20847	20940	8620	6191	41086	1936	exp. P.	41086	11254.8	3.65	1.96	As1_flv4	antisense RNA	TU156	"sll0217, sll0218, sll0219"
Chr	TU159	167540	167805	+	a	NA	NA	NA	NA	0	479	33	249	0	536	410	339	291	266	45	-Fe	536	264.8	2.02	1.12	NA	NA	TU156	"sll0217, sll0218, sll0219"
Chr	TU160	167875	167976	+	a	NA	NA	NA	NA	0	336	0	96	0	263	157	113	58	761	45	exp. P.	761	182.9	4.16	2.26	NA	NA	TU156	"sll0217, sll0218, sll0219"
Chr	TU156	168188	163699	-	ga	NA	167514	36	338	3	0	334	7497	19	455	33099	903	602	730	180	HL	33099	4381.9	7.55	4.41	"sll0217, sll0218, sll0219"	"flavoprotein Flv4, hypothetical protein Flv2, flavoprotein"	"TU157, TU158, TU159, TU160"	NA
Chr	TU161	168233	168420	+	n	NA	NA	NA	NA	0	2732	1601	3739	0	3263	2720	3425	2504	5688	675	exp. P.	5688	2634.7	2.16	1.52	ncr0080	NA	NA	NA
Chr	TU162	168421	170163	+	ga	NA	NA	112	242	1	3547	9739	7267	168	6403	5012	8244	6599	7585	2837	42C	9739	5740.1	1.7	1.18	"ncr0080, slr0257"	"ncRNA, periplasmic carboxyl-terminal protease"	"TU163, TU164"	sll0216
Chr	TU163	169750	169386	-	a	NA	NA	NA	NA	0	575	667	575	0	627	718	264	737	529	180	-P	737	487.2	1.51	1.03	NA	NA	TU162	"ncr0080, slr0257"
Chr	TU165	170392	171949	+	ga	NA	NA	180	109	1	8149	667	2205	19	3118	3504	4555	2717	5200	450	15C	8149	3058.4	2.66	1.57	slr1411	hypothetical protein	"TU164, TU166"	"sll1321, sll1322, ssl2615, sll1323, sll1324, sll1325, sll1326, sll1327, sll0216"
Chr	TU164	170651	169823	-	ga	NA	NA	85	111	1	1103	67	422	75	386	446	527	330	70	45	15C	1103	347.1	3.18	2.09	sll0216	hypothetical protein	"TU162, TU165"	"ncr0080, slr0257, slr1411"
Chr	TU167	177536	177654	+	a	NA	NA	NA	NA	0	623	734	614	37	670	386	1506	990	203	450	-N	1506	621.3	2.42	1.52	NA	NA	TU166	"sll1321, sll1322, ssl2615, sll1323, sll1324, sll1325, sll1326, sll1327"
Chr	TU168	177856	178235	+	a	NA	NA	NA	NA	0	1822	5070	4180	878	3938	2280	4517	3008	2996	2297	42C	5070	3098.6	1.64	1.12	NA	NA	TU166	"sll1321, sll1322, ssl2615, sll1323, sll1324, sll1325, sll1326, sll1327"
Chr	TU166	178117	171884	-	ga	NA	NA	172	55	8	13182	901	2761	112	8706	25186	979	6870	13659	1756	HL	25186	7411.2	3.4	1.84	"sll1321, sll1322, ssl2615, sll1323, sll1324, sll1325, sll1326, sll1327"	"hypothetical protein , ATP synthase A chain of CF(0) , ATP synthase C chain of CF(0) , ATP synthase subunit b' of CF(0) , ATP synthase B chain (subunit I) of CF(0) , ATP synthase delta chain of CF(1) , ATP synthase alpha chain , ATP synthase gamma chain"	"TU165, TU167, TU168"	slr1411
Chr	TU169	178236	179685	+	g	NA	NA	73	3	1	479	1868	96	5102	295	205	226	136	39	225	Dark	5102	867.1	5.88	2.73	slr1413	hypothetical protein	NA	NA
Chr	TU170	179686	181613	+	ga	NA	NA	282	NA	2	288	33	173	56	563	362	640	466	319	180	-N	640	308	2.08	1.14	"slr1414, slr1415"	"two-component sensor histidine kinase , hypothetical protein"	TU171	NA
Chr	TU3031	2878098	2876590	-	gai	NA	2877316	63	255	1	17401	3669	4007	1327	11075	13371	5120	2523	3211	2342	15C	17401	6404.6	2.72	1.3	sll0086	putative arsenical pump-driving ATPase	"TU3030, TU3032"	"slr0074, slr0075, slr0076, slr0077"
Chr	TU171	182222	181585	-	a	NA	NA	NA	NA	0	479	33	134	0	316	302	1732	252	290	135	-N	1732	367.3	4.72	3.62	NA	NA	"TU170, TU172"	"slr1414, slr1415, slr1416"
Chr	TU173	183023	182445	-	a	NA	NA	NA	NA	0	336	0	115	19	354	549	151	116	568	45	exp. P.	568	225.3	2.52	1.03	NA	NA	TU172	slr1416
Chr	TU174	183205	183024	-	a	NA	NA	NA	NA	0	575	167	383	19	895	971	828	854	732	45	HL	971	546.9	1.78	1.08	NA	NA	TU172	slr1416
Chr	TU176	183432	183864	+	ga	NA	NA	61	15	1	4889	8905	7267	991	16700	9994	3764	3998	7002	3828	-Fe	16700	6733.8	2.48	1.67	slr1417	hypothetical protein YCF57	TU175	NA
Chr	TU175	183632	183252	-	a	NA	NA	NA	NA	0	863	33	537	56	129	157	339	175	53	405	15C	863	274.7	3.14	1.61	NA	NA	"TU172, TU176"	"slr1416, slr1417"
Chr	TU177	183865	183938	+	n	NA	NA	NA	NA	0	48	1634	326	18054	38	24	226	194	0	585	Dark	18054	2112.9	8.54	11.05	NA	NA	NA	NA
Chr	TU179	187384	187485	+	a	NA	NA	NA	NA	0	719	1734	940	37	1232	603	1581	990	971	225	42C	1734	903.2	1.92	1.1	NA	NA	TU178	"sll1040, sll1041, sll1318"
Chr	TU180	188569	188668	+	a	NA	NA	NA	NA	0	240	0	115	0	429	277	565	97	942	90	exp. P.	942	275.5	3.42	1.67	NA	NA	TU178	"sll1040, sll1041, sll1318"
Chr	TU178	188931	185072	-	ga	NA	NA	33	NA	3	671	0	134	0	145	121	113	39	41	90	15C	671	135.4	4.96	4.63	"sll1040, sll1041, sll1318"	"unknown protein , similar to sulfate transport ATP-binding protein C ysA , hypothetical protein"	"TU179, TU180"	NA
Chr	TU181	189108	189858	+	ga	NA	NA	20	6	1	2061	2035	1687	392	2695	2581	2823	2775	1607	811	-N	2823	1946.7	1.45	1.02	"slr1093, ncr0090"	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase , ncRNA"	TU182	NA
Chr	TU183	189859	190782	+	ga	NA	NA	174	NA	1	48	100	19	243	70	60	113	116	1119	45	exp. P.	1119	193.3	5.79	4.6	slr1094	hypothetical protein	"TU182, TU184"	NA
Chr	TU182	189953	189259	-	ai	NA	NA	NA	NA	0	22002	18545	24543	15867	4940	6984	24054	33924	51	36386	stat. P.	36386	18729.6	1.94	1.07	NA	NA	"TU181, TU183"	"slr1093, ncr0090, slr1094"
Chr	TU184	191466	189954	-	ai	189963	NA	NA	NA	0	27371	2401	12981	561	13566	16869	5308	8578	7493	3377	15C	27371	9850.5	2.78	1.62	NA	NA	TU183	slr1094
Chr	TU185	192109	192845	+	g	NA	NA	27	62	1	2301	1034	1170	0	2840	1025	3124	835	4639	315	exp. P.	4639	1728.3	2.68	1.48	slr1095	hypothetical protein	NA	NA
Chr	TU186	192857	195762	+	g	NA	194877	25	NA	4	3787	33	940	19	4693	7195	1318	1630	6442	180	HL	7195	2623.7	2.74	1.12	"slr1096, slr1097, slr1098, slr1099"	"dihydrolipoamide dehydrogenase , hypothetical protein , hypothetical protein , 3-octaprenyl-4-hydroxybenzoate carboxy-lyase"	NA	NA
Chr	TU187	196353	196162	-	a	NA	NA	NA	NA	0	1390	33	920	0	429	241	2372	408	89	450	-N	2372	633.2	3.75	1.71	NA	NA	NA	slr1099
Chr	TU188	196473	200321	+	ga	NA	"197412, 196977"	138	136	3	1390	934	1841	336	2186	1803	3049	6075	1525	946	-P	6075	2008.5	3.02	1.99	"slr1100, slr1101, slr1102"	"hypothetical protein , hypothetical protein , hypothetical protein"	"TU189, TU190"	NA
Chr	TU189	197641	197499	-	a	NA	NA	NA	NA	0	719	100	326	19	257	302	489	563	399	180	15C	719	335.4	2.14	1.28	NA	NA	TU188	"slr1100, slr1101, slr1102"
Chr	TU190	199270	198659	-	a	NA	NA	NA	NA	0	0	467	383	206	289	296	339	252	425	675	stat. P.	675	333.2	2.03	1.45	NA	NA	TU188	"slr1100, slr1101, slr1102"
Chr	TU191	200322	204564	+	ga	NA	"202842, 202084, 202505"	83	169	2	2924	2268	4027	9737	2202	2557	4630	3881	1063	3738	Dark	9737	3702.7	2.63	2.1	"slr1103, slr1104"	"hypothetical protein , hypothetical protein"	"TU192, TU193, TU194"	ncl0050
Chr	TU192	200839	200556	-	a	200838	NA	NA	NA	0	1007	67	364	0	563	772	1016	408	633	45	-N	1016	487.5	2.08	1.01	NA	NA	TU191	"slr1103, slr1104"
Chr	TU193	201128	200854	-	a	NA	NA	NA	NA	0	288	267	594	19	241	326	489	388	92	180	-CO2	594	288.4	2.06	1.21	NA	NA	TU191	"slr1103, slr1104"
Chr	TU195	204565	206819	+	ga	NA	NA	156	422	1	54646	2568	8839	168	9971	15253	4329	3823	3965	4728	15C	54646	10829	5.05	3.58	slr1105	elongation factor EF-G	"TU194, TU196"	ncl0050
Chr	TU194	204762	203764	-	a	NA	NA	NA	653	0	719	233	1131	150	530	470	339	660	133	495	-CO2	1131	486	2.33	1.57	ncl0050	NA	"TU191, TU195"	"slr1103, slr1104, slr1105"
Chr	TU197	206958	207406	+	a	NA	NA	NA	NA	0	1438	300	940	19	1945	1749	376	1417	1203	1036	-Fe	1945	1042.3	1.87	1.11	NA	NA	TU196	NA
Chr	TU196	207987	206523	-	ai	NA	NA	NA	NA	0	240	400	805	0	836	537	1430	990	490	180	-N	1430	590.8	2.42	1.44	NA	NA	"TU195, TU197"	slr1105
Chr	TU198	210663	208267	-	g	NA	208553	117	NA	4	15148	1334	5580	617	5422	5398	4329	6870	3600	811	15C	15148	4910.9	3.08	2.2	"sll1035, ssl2009, sll1036, sll1037"	"uracil phosphoribosyltransferase , hypothetical protein , hypothetical protein , unknown protein"	NA	NA
Chr	TU199	210741	211702	+	g	NA	NA	40	73	1	1198	133	422	56	1709	1194	602	854	1488	225	-Fe	1709	788.1	2.17	1.15	slr1106	prohibitin	NA	NA
Chr	TU200	212458	212765	+	i	NA	NA	NA	NA	0	767	400	1400	299	423	289	941	718	150	901	-CO2	1400	628.8	2.23	1.49	slr1107	unknown protein 	NA	NA
Chr	TU202	214043	214187	+	a	NA	NA	NA	NA	0	240	233	594	0	477	404	828	408	222	270	-N	828	367.6	2.25	1.39	NA	NA	TU201	"ncl0060, sll1033"
Chr	TU203	214188	214289	+	a	NA	NA	NA	NA	0	240	367	326	56	579	380	678	349	626	180	-N	678	378.1	1.79	1.08	NA	NA	TU201	"ncl0060, sll1033"
Chr	TU204	214613	215008	+	a	NA	NA	NA	NA	0	1678	1167	1591	56	2540	1218	2597	2698	592	540	-P	2698	1467.7	1.84	1.04	NA	NA	TU201	"ncl0060, sll1033"
Chr	TU201	215217	212747	-	ga	NA	NA	180	284	1	37342	6070	11370	150	12039	11465	31433	13236	7974	3107	15C	37342	13418.6	2.78	1.19	"ncl0060, sll1033"	"ncRNA, probable protein phosphatase"	"TU202, TU203, TU204"	slr1107
Chr	TU206	215356	215835	+	a	NA	NA	NA	386	0	2061	1501	1687	243	2679	1918	2108	2387	899	360	-Fe	2679	1584.3	1.69	1.12	ncr0100	NA	TU205	"ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032"
Chr	TU207	218856	219121	+	a	NA	NA	NA	NA	0	1198	867	2320	243	2122	549	1995	990	522	2342	stat. P.	2342	1314.8	1.78	1.01	NA	NA	TU205	"ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032"
Chr	TU208	219218	219491	+	a	NA	NA	NA	NA	0	192	200	38	0	214	96	2899	58	1476	0	-N	2899	517.3	5.6	1.96	NA	NA	TU205	"ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032"
Chr	TU205	219825	215218	-	ga	NA	NA	308	286	5	48	33	115	19	193	1309	38	78	179	225	HL	1309	223.7	5.85	5.82	"ncl0070, sll1028, sll1029, sll1030, sll1031, sll1032"	"ncRNA, carbon dioxide concentrating mechanism protein Ccm K , carbon dioxide concentrating mechanism protein Ccm K , carbon dioxide concentrating mechanism protein Ccm L, putative carboxysome assembly protein , carbon dioxide concentrating mechanism protein Ccm M, putative carboxysome structural protein , carbon dioxide concentrating mechanism protein Ccm N, putative carboxysome assembly protein"	"TU206, TU207, TU208"	ncr0100
Chr	TU210	219884	220387	+	a	NA	NA	NA	NA	0	2109	0	479	37	230	229	264	757	377	630	15C	2109	511.2	4.13	2.79	NA	NA	TU209	sll1027
Chr	TU209	221513	219826	-	ga	NA	NA	50	153	1	6136	3135	9971	654	9880	7038	30040	10655	8904	3467	-N	30040	8988	3.34	2.82	sll1027	NADH-glutamate synthase small subunit	TU210	NA
Chr	TU211	221609	221514	-	n	NA	NA	NA	NA	0	288	0	96	0	289	362	113	39	773	45	exp. P.	773	200.5	3.86	2.14	NA	NA	NA	NA
Chr	TU212	221684	225557	+	ga	NA	NA	58	751	3	96	100	326	37	311	573	264	252	232	0	HL	573	219.1	2.62	1.76	"slr1109, slr1110, slr1772"	"similar to ankyrin , hypothetical protein , probable hydrolase, periplasmic protein"	NA	sll1686
Chr	TU214	226341	227043	+	ga	NA	NA	587	NA	1	719	33	230	0	413	90	376	136	188	45	15C	719	223	3.22	1.74	ssr2972	unknown protein	"TU213, TU215"	sll1686
Chr	TU213	226415	226101	-	ga	NA	NA	52	NA	1	288	300	537	37	418	362	828	737	370	225	-N	828	410.2	2.02	1.12	sll1686	hypothetical protein	TU214	ssr2972
Chr	TU215	226487	226416	-	an	NA	NA	NA	NA	0	288	100	288	19	193	362	75	116	768	45	exp. P.	768	225.4	3.41	2.12	NA	NA	TU214	ssr2972
Chr	TU216	228465	228954	+	gi	NA	NA	401	NA	1	144	67	115	0	364	458	602	349	546	45	-N	602	269	2.24	1.1	slr1776	high affinity sulfate transporter	NA	NA
Chr	TU217	229032	229488	+	ai	NA	NA	NA	NA	0	767	33	288	19	268	211	75	213	290	45	15C	767	220.9	3.47	2.64	NA	NA	TU218	NA
Chr	TU218	229159	229063	-	a	NA	NA	NA	NA	0	575	600	824	37	970	766	753	854	428	90	-Fe	970	589.7	1.64	1.14	NA	NA	TU217	NA
Chr	TU219	229855	229756	-	a	NA	NA	NA	NA	0	383	67	288	19	338	332	640	97	568	135	-N	640	286.7	2.23	1.13	NA	NA	NA	slr1776
Chr	TU220	231846	231964	+	n	NA	NA	NA	NA	0	336	367	633	523	997	476	979	737	188	90	-Fe	997	532.6	1.87	1.02	NA	NA	NA	NA
Chr	TU221	231965	235015	+	ga	NA	NA	43	177	3	2013	634	1553	56	980	1405	489	2077	553	1216	-P	2077	1097.6	1.89	1.03	"slr1777, ssr2975, slr1778"	"magnesium protoporphyrin IX chelatase subunit D , unknown protein , unknown protein"	NA	sll1683
Chr	TU222	236852	236923	+	a	NA	NA	NA	NA	0	336	100	230	187	321	229	527	252	130	0	-N	527	231.2	2.28	1.57	NA	NA	TU223	sll1682
Chr	TU224	237558	239114	+	ga	NA	NA	42	369	2	2684	1401	3394	75	4720	5941	2522	3707	3448	405	HL	5941	2829.7	2.1	1.26	"slr1779, slr1780"	"pyridoxal phosphate biosynthetic protein PdxJ , hypothetical protein YCF54"	"TU223, TU225"	"sll1679, sll1680, sll1681, sll1682"
Chr	TU223	238039	236900	-	ga	NA	NA	601	NA	1	383	167	77	19	386	778	0	175	570	135	HL	778	269	2.89	1.36	sll1682	alanine dehydrogenase	"TU222, TU224"	"slr1779, slr1780"
Chr	TU226	239926	240160	+	a	NA	NA	NA	NA	0	2589	567	1074	336	1377	917	1054	1145	761	270	15C	2589	1009	2.57	1.88	NA	NA	TU225	"sll1679, sll1680, sll1681"
Chr	TU225	242091	238293	-	ga	NA	240806	44	511	3	336	167	268	0	1050	778	640	233	773	0	-Fe	1050	424.5	2.47	1.35	"sll1679, sll1680, sll1681"	"periplasmic protease HhoA , hypothetical protein , unknown protein"	"TU224, TU226"	"slr1779, slr1780"
Chr	TU227	242284	242092	-	a	NA	NA	NA	NA	0	288	901	479	93	1061	289	339	543	309	315	-Fe	1061	461.7	2.3	1.18	NA	NA	NA	slr1783
Chr	TU228	242476	242370	-	a	NA	NA	NA	NA	0	815	67	153	0	755	362	602	97	1295	0	exp. P.	1295	414.6	3.12	1.59	NA	NA	NA	slr1783
Chr	TU229	242609	244158	+	gi	NA	NA	549	14	1	575	400	1323	392	557	513	75	679	916	946	-CO2	1323	637.6	2.07	1.4	slr1784	biliverdin reductase	NA	NA
Chr	TU230	245413	244194	-	g	NA	NA	19	NA	2	288	334	96	37	423	470	640	699	1003	225	exp. P.	1003	421.5	2.38	1.43	"sll1677, sll1678"	"similar to spore maturation protein B , similar to spore maturation protein A"	NA	NA
Chr	TU232	246000	246099	+	a	NA	NA	NA	NA	0	767	33	153	0	514	362	226	233	633	135	15C	767	305.6	2.51	1.21	NA	NA	TU231	sll1676
Chr	TU231	247043	245414	-	ga	NA	245994	24	88	1	911	300	537	0	1039	1556	1957	1300	708	90	-N	1957	839.8	2.33	1.26	sll1676	4-alpha-glucanotransferase	TU232	NA
Chr	TU233	247599	247498	-	g	NA	NA	30	NA	1	719	133	940	56	1216	977	1543	699	1010	90	-N	1543	738.3	2.09	1.27	sll1675	hypothetical protein	NA	NA
Chr	TU234	248519	248429	-	a	NA	NA	NA	NA	0	336	300	786	37	27	6	339	291	2	630	-CO2	786	275.4	2.85	1.25	NA	NA	NA	slr1787
Chr	TU235	249037	252208	+	ga	NA	"249228, 250459"	25	567	2	6567	901	9357	0	4243	4143	2108	3746	14855	270	exp. P.	14855	4619	3.22	1.59	"slr1788, slr1789"	"unknown protein , unknown protein"	TU236	"sll1672, sll1673"
Chr	TU237	253836	253937	+	a	NA	NA	NA	NA	0	1390	133	1150	75	525	645	640	466	573	675	15C	1390	627.2	2.22	1.21	NA	NA	TU236	"sll1672, sll1673"
Chr	TU2706	2575966	2573487	-	gai	NA	2575465	104	162	3	15579	1201	4755	0	4372	7075	2409	2969	2001	1081	15C	15579	4144.2	3.76	2.2	"sll0065, sll0066, sll0067"	"acetolactate synthase small subunit , unknown protein , glutathione S-transferase"	"TU2707, TU2708, TU2709, TU2710"	NA
Chr	TU238	256609	258244	+	ga	NA	NA	89	69	2	34657	2135	14151	56	9333	9210	11670	8384	3477	1306	15C	34657	9437.9	3.67	2.45	"slr1790, slr1791"	"hypothetical protein , phosphoadenosine phosphosulfate reductase"	"TU239, TU240, TU241"	"6803t02, ncl0080, sll1670"
Chr	TU239	257197	256843	-	a	"257159, 257160"	NA	NA	NA	0	4602	2068	3682	168	5476	2738	6513	8131	1450	2251	-P	8131	3707.9	2.19	1.25	NA	NA	TU238	"slr1790, slr1791"
Chr	TU240	257387	257254	-	a	NA	NA	NA	NA	0	336	334	422	243	788	609	452	543	1244	360	exp. P.	1244	533.1	2.33	1.58	NA	NA	TU238	"slr1790, slr1791"
Chr	TU242	259485	259767	+	a	NA	NA	NA	NA	0	192	133	403	131	321	265	1129	873	362	90	-N	1129	389.9	2.9	1.29	NA	NA	TU241	"sll1669, 6803t02, ncl0080, sll1670"
Chr	TU241	259661	258121	-	ga	259659	NA	17	106	2	10402	300	1764	0	5674	2636	1205	1864	2783	630	15C	10402	2725.8	3.82	1.83	"6803t02, ncl0080, sll1670"	"tRNA-OTHER, ncRNA, heat-inducible transcription repressor HrcA homolo g"	"TU238, TU242"	"slr1790, slr1791"
Chr	TU243	260362	259768	-	g	NA	NA	91	NA	1	1582	200	383	19	1018	1538	715	543	655	0	15C	1582	665.3	2.38	1.03	sll1669	shikimate kinase	NA	NA
Chr	TU244	260434	261823	+	ga	NA	260736	68	185	1	7478	2935	9779	150	6113	2437	19725	21445	1841	4638	-P	21445	7654.1	2.8	1.09	slr1793	transaldolase.EF-hand domain-containing protein	TU245	NA
Chr	TU246	261824	264824	+	ga	NA	262999	39	347	4	9204	667	1937	0	5251	7099	1543	2523	6608	225	15C	9204	3505.7	2.63	1.3	"ssr2998, slr1794, slr1795, ssr3000"	"hypothetical protein , probable anion transporting ATPase , peptide methionine sulfoxide reductase , hypothetical protein"	TU247	sll1667
Chr	TU245	261834	261334	-	a	NA	NA	NA	NA	0	2445	133	268	37	777	881	565	272	246	405	15C	2445	602.9	4.06	2.78	NA	NA	TU244	slr1793
Chr	TU247	265342	264265	-	ga	NA	NA	26	251	1	1103	67	441	19	455	519	264	330	242	135	15C	1103	357.5	3.09	2.13	sll1667	mitochondrial outer membrane 72K protein	TU246	"ssr2998, slr1794, slr1795, ssr3000"
Chr	TU249	265960	266771	+	ga	265982	266172	35	171	1	1821	166	882	0	1045	1297	1130	563	802	90	15C	1821	779.6	2.34	1.4	slr1796	hypothetical protein	"TU250, TU251"	sll1665
Chr	TU248	265966	265343	-	g	NA	NA	73	71	1	767	1267	1208	19	1264	736	2221	1164	321	360	-N	2221	932.7	2.38	1.75	sll1666	DnaJ protein	NA	NA
Chr	TU250	266429	266064	-	a	NA	NA	NA	NA	0	336	33	115	0	188	181	527	39	77	0	-N	527	149.6	3.52	1.57	NA	NA	TU249	slr1796
Chr	TU252	266978	267247	+	a	NA	NA	NA	NA	0	11696	15309	16164	45004	15264	18305	19763	36583	4688	14185	Dark	45004	19696.1	2.28	1.23	NA	NA	TU251	sll1665
Chr	TU251	268643	266617	-	ga	NA	NA	172	85	1	3212	2168	4353	0	5979	4433	8056	11412	9774	1531	-P	11412	5091.8	2.24	1.17	sll1665	unknown protein	"TU249, TU252"	slr1796
Chr	TU254	269104	269295	+	a	NA	NA	NA	NA	0	144	100	173	168	520	380	602	505	152	90	-N	602	283.4	2.12	1.16	NA	NA	TU253	"sll1663, sll1664"
Chr	TU1141	1116114	1111170	-	gai	NA	"1111340, 1114020"	93	15	4	1678	0	58	0	214	259	2823	0	13761	180	exp. P.	13761	1897.3	7.25	4.87	"sll1270, sll1271, ssl2507, sll1272"	"periplasmic substrate-binding and integral membran e protein of the ABC-type Bgt permease for basic amino ac ids and glutamine BgtB , probable porin: major outer membrane protein , unknown protein , unknown protein"	"TU1142, TU1143"	NA
